COSPAR_number;NORAD_number;owner1;owner2;owner3
2020-074AY;46785;Cape Canaveral;;
2020-088AX;47167;Cape Canaveral;;
2020-088BA;47170;Cape Canaveral;;
2020-088BB;47171;Cape Canaveral;;
2020-088BD;47173;Cape Canaveral;;
2020-088BE;47174;Cape Canaveral;;
2020-074E;46743;Cape Canaveral;;
2020-074AZ;46786;Cape Canaveral;;
2020-074F;46744;Cape Canaveral;;
2020-088BF;47175;Cape Canaveral;;
2020-074X;46760;Cape Canaveral;;
2020-074BA;46787;Cape Canaveral;;
2020-074AB;46764;Cape Canaveral;;
2021-038AN;48389;Cape Canaveral;;
2020-074H;46746;Cape Canaveral;;
2020-074AC;46765;Cape Canaveral;;
2020-088BH;47177;Cape Canaveral;;
2020-074J;46747;Cape Canaveral;;
2021-009C;47550;Cape Canaveral;;
2020-074K;46748;Cape Canaveral;;
2020-074L;46749;Cape Canaveral;;
2020-088BJ;47178;Cape Canaveral;;
2020-088BK;47179;Cape Canaveral;;
2020-074AD;46766;Cape Canaveral;;
2020-074AE;46767;Cape Canaveral;;
2020-074AF;46768;Cape Canaveral;;
2020-074N;46751;Cape Canaveral;;
2020-074P;46752;Cape Canaveral;;
2020-074Q;46753;Cape Canaveral;;
2020-074R;46754;Cape Canaveral;;
2020-074S;46755;Cape Canaveral;;
2020-074T;46756;Cape Canaveral;;
2020-074U;46757;Cape Canaveral;;
2020-088BM;47181;Cape Canaveral;;
2020-074V;46758;Cape Canaveral;;
2020-074BB;46788;Cape Canaveral;;
2020-074BC;46789;Cape Canaveral;;
2020-074BD;46790;Cape Canaveral;;
2020-074AH;46770;Cape Canaveral;;
2020-074BE;46791;Cape Canaveral;;
2020-074BF;46792;Cape Canaveral;;
2020-074AK;46772;Cape Canaveral;;
2021-009D;47551;Cape Canaveral;;
2021-009E;47552;Cape Canaveral;;
2020-074BG;46793;Cape Canaveral;;
2020-074BH;46794;Cape Canaveral;;
2020-074BJ;46795;Cape Canaveral;;
2020-074BK;46796;Cape Canaveral;;
2020-074BM;46798;Cape Canaveral;;
2021-009G;47554;Cape Canaveral;;
2021-009H;47555;Cape Canaveral;;
2021-009J;47556;Cape Canaveral;;
2021-009K;47557;Cape Canaveral;;
2021-009L;47558;Cape Canaveral;;
2021-009M;47559;Cape Canaveral;;
2021-009N;47560;Cape Canaveral;;
2021-009P;47561;Cape Canaveral;;
2021-009Q;47562;Cape Canaveral;;
2021-009R;47563;Cape Canaveral;;
2021-009S;47564;Cape Canaveral;;
2021-009T;47565;Cape Canaveral;;
2021-009U;47566;Cape Canaveral;;
2021-009V;47567;Cape Canaveral;;
2021-009W;47568;Cape Canaveral;;
2021-009Y;47570;Cape Canaveral;;
2021-009Z;47571;Cape Canaveral;;
2021-009AA;47572;Cape Canaveral;;
2021-012H;47627;Cape Canaveral;;
2021-012J;47628;Cape Canaveral;;
2021-012K;47629;Cape Canaveral;;
2021-009AB;47573;Cape Canaveral;;
2021-009AC;47574;Cape Canaveral;;
2021-009AD;47575;Cape Canaveral;;
2021-009AE;47576;Cape Canaveral;;
2021-009AF;47577;Cape Canaveral;;
2021-009AG;47578;Cape Canaveral;;
2021-009AH;47579;Cape Canaveral;;
2021-009AJ;47580;Cape Canaveral;;
2021-012L;47630;Cape Canaveral;;
2021-009AK;47581;Cape Canaveral;;
2021-009AL;47582;Cape Canaveral;;
2021-009AM;47583;Cape Canaveral;;
2021-009AP;47585;Cape Canaveral;;
2021-009AQ;47586;Cape Canaveral;;
2021-009AR;47587;Cape Canaveral;;
2021-012N;47632;Cape Canaveral;;
2021-009AS;47588;Cape Canaveral;;
2021-009AT;47589;Cape Canaveral;;
2021-009AU;47590;Cape Canaveral;;
2021-009AV;47591;Cape Canaveral;;
2021-009AW;47592;Cape Canaveral;;
2021-009AX;47593;Cape Canaveral;;
2021-009AY;47594;Cape Canaveral;;
2021-009AZ;47595;Cape Canaveral;;
2021-009BA;47596;Cape Canaveral;;
2021-009BB;47597;Cape Canaveral;;
2021-009BC;47598;Cape Canaveral;;
2021-009BD;47599;Cape Canaveral;;
2021-009BE;47600;Cape Canaveral;;
2021-009BF;47601;Cape Canaveral;;
2021-009BG;47602;Cape Canaveral;;
2021-009BH;47603;Cape Canaveral;;
2021-012P;47633;Cape Canaveral;;
2021-012Q;47634;Cape Canaveral;;
2021-005B;47350;Cape Canaveral;;
2021-012R;47635;Cape Canaveral;;
2021-012S;47636;Cape Canaveral;;
2021-012T;47637;Cape Canaveral;;
2021-012U;47638;Cape Canaveral;;
2021-012V;47639;Cape Canaveral;;
2021-005C;47351;Cape Canaveral;;
2021-012W;47640;Cape Canaveral;;
2021-012X;47641;Cape Canaveral;;
2021-012Y;47642;Cape Canaveral;;
2021-009BJ;47604;Cape Canaveral;;
2021-012Z;47643;Cape Canaveral;;
2021-009BL;47606;Cape Canaveral;;
2021-009BM;47607;Cape Canaveral;;
2021-012AA;47644;Cape Canaveral;;
2021-012AB;47645;Cape Canaveral;;
2021-012AC;47646;Cape Canaveral;;
2021-036AW;48320;Cape Canaveral;;
2021-012AD;47647;Cape Canaveral;;
2021-012AE;47648;Cape Canaveral;;
2021-012AF;47649;Cape Canaveral;;
2021-012AG;47650;Cape Canaveral;;
2021-005D;47352;Cape Canaveral;;
2021-012AH;47651;Cape Canaveral;;
2021-012AJ;47652;Cape Canaveral;;
2021-012AK;47653;Cape Canaveral;;
2021-012AL;47654;Cape Canaveral;;
2021-012AM;47655;Cape Canaveral;;
2021-012AN;47656;Cape Canaveral;;
2021-012AP;47657;Cape Canaveral;;
2021-012AQ;47658;Cape Canaveral;;
2021-012AR;47659;Cape Canaveral;;
2021-012AS;47660;Cape Canaveral;;
2021-005E;47353;Cape Canaveral;;
2021-005F;47354;Cape Canaveral;;
2021-005G;47355;Cape Canaveral;;
2021-027A;48092;Cape Canaveral;;
2021-005H;47356;Cape Canaveral;;
2021-005J;47357;Cape Canaveral;;
2021-012AT;47661;Cape Canaveral;;
2021-012AU;47662;Cape Canaveral;;
2021-012AV;47663;Cape Canaveral;;
2021-012AW;47664;Cape Canaveral;;
2021-005K;47358;Cape Canaveral;;
2021-012AX;47665;Cape Canaveral;;
2021-012AY;47666;Cape Canaveral;;
2021-012AZ;47667;Cape Canaveral;;
2021-012BA;47668;Cape Canaveral;;
2021-012BB;47669;Cape Canaveral;;
2021-036AN;48312;Cape Canaveral;;
2021-012BC;47670;Cape Canaveral;;
2021-041A;48553;Cape Canaveral;;
2021-012BD;47671;Cape Canaveral;;
2021-012BE;47672;Cape Canaveral;;
2021-012BF;47673;Cape Canaveral;;
2021-012BG;47674;Cape Canaveral;;
2021-017A;47722;Cape Canaveral;;
2021-005L;47359;Cape Canaveral;;
2021-005M;47360;Cape Canaveral;;
2021-005N;47361;Cape Canaveral;;
2021-005P;47362;Cape Canaveral;;
2021-005Q;47363;Cape Canaveral;;
2021-012BH;47675;Cape Canaveral;;
2021-005T;47366;Cape Canaveral;;
2021-005U;47367;Cape Canaveral;;
2021-012BJ;47676;Cape Canaveral;;
2021-005V;47368;Cape Canaveral;;
2021-005W;47369;Cape Canaveral;;
2021-005X;47370;Cape Canaveral;;
2021-024A;47977;Cape Canaveral;;
2021-005Y;47371;Cape Canaveral;;
2021-005Z;47372;Cape Canaveral;;
2021-012BK;47677;Cape Canaveral;;
2021-005AA ;47373;Cape Canaveral;;
2021-005AB;47374;Cape Canaveral;;
2021-005AC;47375;Cape Canaveral;;
2021-012BM;47679;Cape Canaveral;;
2021-005AD;47376;Cape Canaveral;;
2021-005AE;47377;Cape Canaveral;;
2021-005AF;47378;Cape Canaveral;;
2021-005AG;47379;Cape Canaveral;;
2021-005AH;47380;Cape Canaveral;;
2021-005AJ;47381;Cape Canaveral;;
2021-005AK;47382;Cape Canaveral;;
2021-005AL;47383;Cape Canaveral;;
2021-005AM;47384;Cape Canaveral;;
2021-005AN;47385;Cape Canaveral;;
2021-005AP;47386;Cape Canaveral;;
2021-017B;47723;Cape Canaveral;;
2021-005AQ;47387;Cape Canaveral;;
2021-005AR;47388;Cape Canaveral;;
2021-005AS;47389;Cape Canaveral;;
2021-005AT;47390;Cape Canaveral;;
2021-005AU;47391;Cape Canaveral;;
2021-005AV;47392;Cape Canaveral;;
2021-005AW;47393;Cape Canaveral;;
2021-005AX;47394;Cape Canaveral;;
2021-017C;47724;Cape Canaveral;;
2021-005AY;47395;Cape Canaveral;;
2021-005AZ;47396;Cape Canaveral;;
2021-005BA;47397;Cape Canaveral;;
2021-005BB;47398;Cape Canaveral;;
2021-005BC;47399;Cape Canaveral;;
2021-005BD;47400;Cape Canaveral;;
2021-005BE;47401;Cape Canaveral;;
2021-005BF;47402;Cape Canaveral;;
2021-017D;47725;Cape Canaveral;;
2021-017E;47726;Cape Canaveral;;
2021-005BG;47403;Cape Canaveral;;
2021-005BH;47404;Cape Canaveral;;
2021-017F;47727;Cape Canaveral;;
2021-005BJ;47405;Cape Canaveral;;
2021-017G;47728;Cape Canaveral;;
2021-017H;47729;Cape Canaveral;;
2021-005BK;47406;Cape Canaveral;;
2021-005BL;47407;Cape Canaveral;;
2021-005BM;47408;Cape Canaveral;;
2021-041B;48554;Cape Canaveral;;
2021-017J;47730;Cape Canaveral;;
2021-017K;47731;Cape Canaveral;;
2021-017L;47732;Cape Canaveral;;
2021-017M;47733;Cape Canaveral;;
2021-017N;47734;Cape Canaveral;;
2021-041C;48555;Cape Canaveral;;
2021-017P;47735;Cape Canaveral;;
2021-017Q;37736;Cape Canaveral;;
2021-017R;47737;Cape Canaveral;;
2021-017S;47738;Cape Canaveral;;
2021-017T;47739;Cape Canaveral;;
2021-041D;48556;Cape Canaveral;;
2021-017U;47740;Cape Canaveral;;
2021-024AJ;48009;Cape Canaveral;;
2021-017V;47741;Cape Canaveral;;
2021-041E;48557;Cape Canaveral;;
2021-017W;47742;Cape Canaveral;;
2021-017X;47743;Cape Canaveral;;
2021-017Y;47744;Cape Canaveral;;
2021-017Z;47745;Cape Canaveral;;
2021-017AA;47746;Cape Canaveral;;
2021-017AB;47747;Cape Canaveral;;
2021-017AC;47748;Cape Canaveral;;
2021-017AD;47749;Cape Canaveral;;
2021-017AE;47750;Cape Canaveral;;
2021-041F;48558;Cape Canaveral;;
2021-041G;48559;Cape Canaveral;;
2021-017AF;47751;Cape Canaveral;;
2021-017AG;47752;Cape Canaveral;;
2021-017AH;47753;Cape Canaveral;;
2021-017AJ;47754;Cape Canaveral;;
2021-017AL;47756;Cape Canaveral;;
2021-017AM;47757;Cape Canaveral;;
2021-017AQ;47760;Cape Canaveral;;
2021-017AR;47761;Cape Canaveral;;
2021-017AS;47762;Cape Canaveral;;
2021-017AT;47763;Cape Canaveral;;
2021-017AU;47764;Cape Canaveral;;
2021-017AW;47766;Cape Canaveral;;
2021-017AX;47767;Cape Canaveral;;
2021-041J;48561;Cape Canaveral;;
2021-041K;48562;Cape Canaveral;;
2021-041L;48563;Cape Canaveral;;
2021-017AY;47768;Cape Canaveral;;
2021-041M;48564;Cape Canaveral;;
2021-041N;48565;Cape Canaveral;;
2021-017AZ;47769;Cape Canaveral;;
2021-017BA;47770;Cape Canaveral;;
2021-017BB;47771;Cape Canaveral;;
2021-017BC;47772;Cape Canaveral;;
2021-017BD;47773;Cape Canaveral;;
2021-017BE;47774;Cape Canaveral;;
2021-017BF;47775;Cape Canaveral;;
2021-017BG;47776;Cape Canaveral;;
2021-017BH;47777;Cape Canaveral;;
2021-017BJ;47778;Cape Canaveral;;
2021-017BK;47779;Cape Canaveral;;
2021-041BB;48602;Cape Canaveral;;
2021-017BL;47780;Cape Canaveral;;
2021-041P;48566;Cape Canaveral;;
2021-041Q;48567;Cape Canaveral;;
2021-041R;48568;Cape Canaveral;;
2021-024Y;47999;Cape Canaveral;;
2021-041S;48569;Cape Canaveral;;
2021-041T;48570;Cape Canaveral;;
2021-041U;48571;Cape Canaveral;;
2021-041V;48572;Cape Canaveral;;
2021-017BM;47781;Cape Canaveral;;
2021-041W;48573;Cape Canaveral;;
2021-041X;48574;Cape Canaveral;;
2021-024AK;48010;Cape Canaveral;;
2021-041Y;48575;Cape Canaveral;;
2021-041Z;48576;Cape Canaveral;;
2021-024R;47992;Cape Canaveral;;
2021-041AA;48577;Cape Canaveral;;
2021-041AB;48578;Cape Canaveral;;
2021-041AC;48579;Cape Canaveral;;
2021-041AD;48580;Cape Canaveral;;
2021-041AE;48581;Cape Canaveral;;
2021-041AF;48582;Cape Canaveral;;
2021-041AG;48583;Cape Canaveral;;
2021-041AH;48584;Cape Canaveral;;
2021-041AJ;48585;Cape Canaveral;;
2021-041AK;48586;Cape Canaveral;;
2021-041AL;48587;Cape Canaveral;;
2021-024AN;48013;Cape Canaveral;;
2021-041AM;48588;Cape Canaveral;;
2021-041AN;48589;Cape Canaveral;;
2021-040U;48446;Cape Canaveral;;
2021-041AQ;48591;Cape Canaveral;;
2021-041AR;48592;Cape Canaveral;;
2021-041AS;48593;Cape Canaveral;;
2021-041AT;48594;Cape Canaveral;;
2021-041AU;48595;Cape Canaveral;;
2021-041AV;48596;Cape Canaveral;;
2021-024AE;48005;Cape Canaveral;;
2021-041AW;48597;Cape Canaveral;;
2021-041AX;48598;Cape Canaveral;;
2021-018A;47787;Cape Canaveral;;
2021-021A;47860;Cape Canaveral;;
2021-024V;47996;Cape Canaveral;;
2021-024AA;48001;Cape Canaveral;;
2021-024AC;48003;Cape Canaveral;;
2021-024BD;48028;Cape Canaveral;;
2021-024AB;48002;Cape Canaveral;;
2021-024W;47997;Cape Canaveral;;
2021-024BG;48031;Cape Canaveral;;
2021-024BF;48030;Cape Canaveral;;
2021-040V;48447;Cape Canaveral;;
2021-024Z;48000;Cape Canaveral;;
2021-024AH;48008;Cape Canaveral;;
2021-024AL;48011;Cape Canaveral;;
2021-024S;47993;Cape Canaveral;;
2021-041AY;48599;Cape Canaveral;;
2021-041AZ;48600;Cape Canaveral;;
2021-024BB;48026;Cape Canaveral;;
2021-024Q;47991;Cape Canaveral;;
2021-021B;47861;Cape Canaveral;;
2021-024AT;48018;Cape Canaveral;;
2021-024AP;48014;Cape Canaveral;;
2021-024AR;48016;Cape Canaveral;;
2021-024AU;48019;Cape Canaveral;;
2021-024BJ;48033;Cape Canaveral;;
2021-024BK;48034;Cape Canaveral;;
2021-024T;47994;Cape Canaveral;;
2021-021C;47862;Cape Canaveral;;
2021-024AY;48023;Cape Canaveral;;
2021-021D;47863;Cape Canaveral;;
2021-024AV;48020;Cape Canaveral;;
2021-024BM;48036;Cape Canaveral;;
2021-024X;47998;Cape Canaveral;;
2021-024AX;48022;Cape Canaveral;;
2021-024BE;48029;Cape Canaveral;;
2021-024BC;48027;Cape Canaveral;;
2021-024AW;48021;Cape Canaveral;;
2021-024E;47981;Cape Canaveral;;
2021-021E;47864;Cape Canaveral;;
2021-024N;47989;Cape Canaveral;;
2021-024P;47990;Cape Canaveral;;
2021-024J;47985;Cape Canaveral;;
2021-024U;47995;Cape Canaveral;;
2021-021F;47865;Cape Canaveral;;
2021-024D;47980;Cape Canaveral;;
2021-018B;47788;Cape Canaveral;;
2021-018C;47789;Cape Canaveral;;
2021-024F;47982;Cape Canaveral;;
2021-018D;47790;Cape Canaveral;;
2021-021G;47866;Cape Canaveral;;
2021-021H;47867;Cape Canaveral;;
2021-018E;47791;Cape Canaveral;;
2021-021J;47868;Cape Canaveral;;
2021-021K;47869;Cape Canaveral;;
2021-024C;47979;Cape Canaveral;;
2021-021L;47870;Cape Canaveral;;
2021-021M;47871;Cape Canaveral;;
2021-021P;47873;Cape Canaveral;;
2021-021Q;47874;Cape Canaveral;;
2021-021R;47875;Cape Canaveral;;
2021-021S;47876;Cape Canaveral;;
2021-021T;47877;Cape Canaveral;;
2021-018F;47792;Cape Canaveral;;
2021-021U;47878;Cape Canaveral;;
2021-021V;47879;Cape Canaveral;;
2021-021W;47880;Cape Canaveral;;
2021-018G;47793;Cape Canaveral;;
2021-021X;47881;Cape Canaveral;;
2021-021Y;47882;Cape Canaveral;;
2021-018H;47794;Cape Canaveral;;
2021-021Z;47883;Cape Canaveral;;
2021-021AA;47884;Cape Canaveral;;
2021-021AB;47885;Cape Canaveral;;
2021-021AC;47886;Cape Canaveral;;
2021-021AD;47887;Cape Canaveral;;
2021-018J;47795;Cape Canaveral;;
2021-021AE;47888;Cape Canaveral;;
2021-021AF;47889;Cape Canaveral;;
2021-021AH;47891;Cape Canaveral;;
2021-021AJ;47892;Cape Canaveral;;
2021-021AK;47893;Cape Canaveral;;
2021-021AL;47894;Cape Canaveral;;
2021-021AM;47895;Cape Canaveral;;
2021-021AN;47896;Cape Canaveral;;
2021-021AP;47897;Cape Canaveral;;
2021-021AQ;47898;Cape Canaveral;;
2021-021AR;47899;Cape Canaveral;;
2021-021AS;47900;Cape Canaveral;;
2021-021AT;47901;Cape Canaveral;;
2021-021AU;47902;Cape Canaveral;;
2021-021AV;47903;Cape Canaveral;;
2021-021AW;47904;Cape Canaveral;;
2021-021AX;47905;Cape Canaveral;;
2021-021AY;47906;Cape Canaveral;;
2021-021AZ;47907;Cape Canaveral;;
2021-021BA;47908;Cape Canaveral;;
2021-021BB;47909;Cape Canaveral;;
2021-021BC;47910;Cape Canaveral;;
2021-021BD;47911;Cape Canaveral;;
2021-021BE;47912;Cape Canaveral;;
2021-018K;47796;Cape Canaveral;;
2021-021BF;47913;Cape Canaveral;;
2021-021BG;47914;Cape Canaveral;;
2021-021BH;47915;Cape Canaveral;;
2021-018L;47797;Cape Canaveral;;
2021-021BJ;47916;Cape Canaveral;;
2021-018M;47798;Cape Canaveral;;
2021-018N;47799;Cape Canaveral;;
2021-018P;47800;Cape Canaveral;;
2021-018Q;47801;Cape Canaveral;;
2021-018R;47802;Cape Canaveral;;
2021-018S;47803;Cape Canaveral;;
2021-018T;47804;Cape Canaveral;;
2021-018U;47805;Cape Canaveral;;
2021-018V;47806;Cape Canaveral;;
2021-018W;47807;Cape Canaveral;;
2021-018X;47808;Cape Canaveral;;
2021-018Y;47809;Cape Canaveral;;
2021-018Z;47810;Cape Canaveral;;
2021-018AA;47811;Cape Canaveral;;
2021-018AB;47812;Cape Canaveral;;
2021-018AC;47813;Cape Canaveral;;
2021-018AD;47814;Cape Canaveral;;
2021-018AE;47815;Cape Canaveral;;
2021-021BK;47917;Cape Canaveral;;
2021-021BL;47918;Cape Canaveral;;
2021-018AF;47816;Cape Canaveral;;
2019-029D;44238;Cape Canaveral;;
2021-018AG;47817;Cape Canaveral;;
2021-018AH;47818;Cape Canaveral;;
2021-018AJ;47819;Cape Canaveral;;
2021-018AK;47820;Cape Canaveral;;
2021-027B;48093;Cape Canaveral;;
2021-021BM;47919;Cape Canaveral;;
2021-018AL;47821;Cape Canaveral;;
2021-018AM;47822;Cape Canaveral;;
2021-018AN;47823;Cape Canaveral;;
2021-018AP;47824;Cape Canaveral;;
2021-018AQ;47825;Cape Canaveral;;
2021-018AR;47826;Cape Canaveral;;
2021-027C;48094;Cape Canaveral;;
2021-018AS;47827;Cape Canaveral;;
2021-027D;48095;Cape Canaveral;;
2021-018AT;47828;Cape Canaveral;;
2021-018AU;47829;Cape Canaveral;;
2021-027E;48096;Cape Canaveral;;
2021-027F;48097;Cape Canaveral;;
2021-018AV;47830;Cape Canaveral;;
2021-018AW;47831;Cape Canaveral;;
2021-027G;48098;Cape Canaveral;;
2021-018AX;47832;Cape Canaveral;;
2021-018AY;47833;Cape Canaveral;;
2021-018AZ;47834;Cape Canaveral;;
2021-018BA;47835;Cape Canaveral;;
2021-018BB;47836;Cape Canaveral;;
2021-018BC;47837;Cape Canaveral;;
2021-027H;48099;Cape Canaveral;;
2021-018BD;47838;Cape Canaveral;;
2021-027J;48100;Cape Canaveral;;
2021-018BE;47839;Cape Canaveral;;
2021-018BF;47840;Cape Canaveral;;
2021-018BG;47841;Cape Canaveral;;
2021-018BH;47842;Cape Canaveral;;
2021-018BJ;47843;Cape Canaveral;;
2021-027K;48101;Cape Canaveral;;
2021-027L;48102;Cape Canaveral;;
2021-027M;48103;Cape Canaveral;;
2021-027N;48104;Cape Canaveral;;
2021-027P;48105;Cape Canaveral;;
2021-036BM;48335;Cape Canaveral;;
2021-027Q;48106;Cape Canaveral;;
2021-027R;48107;Cape Canaveral;;
2021-027S;48108;Cape Canaveral;;
2021-027T;48109;Cape Canaveral;;
2021-018BK;47844;Cape Canaveral;;
2021-027U;48110;Cape Canaveral;;
2021-027V;48111;Cape Canaveral;;
2021-027W;48112;Cape Canaveral;;
2021-027X;48113;Cape Canaveral;;
2021-027Y;48114;Cape Canaveral;;
2021-027Z;48115;Cape Canaveral;;
2021-018BL;47845;Cape Canaveral;;
2021-027AA;48116;Cape Canaveral;;
2021-027AB;48117;Cape Canaveral;;
2021-018BM;47846;Cape Canaveral;;
2021-036AX;48321;Cape Canaveral;;
2021-027AC;48118;Cape Canaveral;;
2021-027AD;48119;Cape Canaveral;;
2021-027AE;48120;Cape Canaveral;;
2021-040A;48428;Cape Canaveral;;
2021-027AF;48121;Cape Canaveral;;
2021-027AG;48122;Cape Canaveral;;
2021-027AH;48123;Cape Canaveral;;
2021-027AJ;48124;Cape Canaveral;;
2021-027AK;48125;Cape Canaveral;;
2021-027AL;48126;Cape Canaveral;;
2021-027AM;48127;Cape Canaveral;;
2021-027AN;48128;Cape Canaveral;;
2021-036BL;48334;Cape Canaveral;;
2021-027AP;48129;Cape Canaveral;;
2021-027AQ;48130;Cape Canaveral;;
2021-027AR;48131;Cape Canaveral;;
2021-027AS;48132;Cape Canaveral;;
2021-027AT;48133;Cape Canaveral;;
2021-027AU;48134;Cape Canaveral;;
2021-036AY;48322;Cape Canaveral;;
2021-027AV;48135;Cape Canaveral;;
2021-027AW;48136;Cape Canaveral;;
2021-027AX;48137;Cape Canaveral;;
2021-027AY;48138;Cape Canaveral;;
2021-027AZ;48139;Cape Canaveral;;
2021-027BA;48140;Cape Canaveral;;
2021-027BB;48141;Cape Canaveral;;
2021-027BC;48142;Cape Canaveral;;
2021-027BD;48143;Cape Canaveral;;
2021-027BE;48144;Cape Canaveral;;
2021-027BF;48145;Cape Canaveral;;
2021-027BG;48146;Cape Canaveral;;
2021-027BH;48147;Cape Canaveral;;
2021-027BJ;48148;Cape Canaveral;;
2021-027BK;48149;Cape Canaveral;;
2021-027BL;48150;Cape Canaveral;;
2021-040BM;48487;Cape Canaveral;;
2021-036BB;48325;Cape Canaveral;;
2021-040BL;48486;Cape Canaveral;;
2021-040AD;48455;Cape Canaveral;;
2021-036BC;48326;Cape Canaveral;;
2021-038AA;48377;Cape Canaveral;;
2021-040BK;48485;Cape Canaveral;;
2021-036BG;48330;Cape Canaveral;;
2021-036BD;48327;Cape Canaveral;;
2021-027BM;48151;Cape Canaveral;;
2021-036BE;48328;Cape Canaveral;;
2021-038BL;48411;Cape Canaveral;;
2021-036AR;48315;Cape Canaveral;;
2021-036AS;48316;Cape Canaveral;;
2021-040AE;48456;Cape Canaveral;;
2021-036AU;48318;Cape Canaveral;;
2021-036BF;48329;Cape Canaveral;;
2021-036BJ;48332;Cape Canaveral;;
2021-036AV;48319;Cape Canaveral;;
2021-036AT;48317;Cape Canaveral;;
2021-036BH;48331;Cape Canaveral;;
2021-036AZ;48323;Cape Canaveral;;
2021-036H;48283;Cape Canaveral;;
2021-036AK;48309;Cape Canaveral;;
2021-036BK;48333;Cape Canaveral;;
2021-036AF;48305;Cape Canaveral;;
2021-036F;48281;Cape Canaveral;;
2021-044L;48648;Cape Canaveral;;
2021-036AG;48306;Cape Canaveral;;
2021-036AE;48304;Cape Canaveral;;
2021-040BG;48482;Cape Canaveral;;
2021-038AB;48378;Cape Canaveral;;
2021-036BA;48324;Cape Canaveral;;
2021-036AH;48307;Cape Canaveral;;
2021-040AF;48457;Cape Canaveral;;
2021-036AD;48303;Cape Canaveral;;
2021-040BH;48483;Cape Canaveral;;
2021-036AJ;48308;Cape Canaveral;;
2021-036U;48294;Cape Canaveral;;
2021-036AM;48311;Cape Canaveral;;
2021-036V;48295;Cape Canaveral;;
2021-036AL;48310;Cape Canaveral;;
2021-036AB;48301;Cape Canaveral;;
2021-036AA;48300;Cape Canaveral;;
2021-036Q;48290;Cape Canaveral;;
2021-036AP;48313;Cape Canaveral;;
2021-036S;48292;Cape Canaveral;;
2021-036C;48278;Cape Canaveral;;
2021-036X;48297;Cape Canaveral;;
2021-036P;48289;Cape Canaveral;;
2021-036W;48296;Cape Canaveral;;
2021-036L;48286;Cape Canaveral;;
2021-036K;48285;Cape Canaveral;;
2021-036AQ;48314;Cape Canaveral;;
2021-036T;48293;Cape Canaveral;;
2021-036R;48291;Cape Canaveral;;
2021-036AC;48302;Cape Canaveral;;
2021-036Z;48299;Cape Canaveral;;
2021-036G;48282;Cape Canaveral;;
2021-036Y;48298;Cape Canaveral;;
2021-038BB;48402;Cape Canaveral;;
2021-038BC;48403;Cape Canaveral;;
2021-036N;48288;Cape Canaveral;;
2021-038BK;48410;Cape Canaveral;;
2021-036J;48284;Cape Canaveral;;
2021-036E;48280;Cape Canaveral;;
2021-036M;48287;Cape Canaveral;;
2021-036A;48276;Cape Canaveral;;
2021-038BF;48406;Cape Canaveral;;
2021-036B;48277;Cape Canaveral;;
2021-038BE;48405;Cape Canaveral;;
2021-038BA;48401;Cape Canaveral;;
2021-038V;48372;Cape Canaveral;;
2021-038AT;48394;Cape Canaveral;;
2021-038AU;48395;Cape Canaveral;;
2021-038AV;48396;Cape Canaveral;;
2021-038AZ;48400;Cape Canaveral;;
2021-038K;48362;Cape Canaveral;;
2021-040AH;48459;Cape Canaveral;;
2021-036D;48279;Cape Canaveral;;
2021-038BM;48412;Cape Canaveral;;
2021-040AJ;48460;Cape Canaveral;;
2021-040M;48439;Cape Canaveral;;
2021-038AF;48382;Cape Canaveral;;
