COSPAR_number;NORAD_number;owner1;owner2;owner3;owner4
2021-017BF;47775;SpaceX;;;
2021-017BG;47776;SpaceX;;;
2021-017BH;47777;SpaceX;;;
2021-017BJ;47778;SpaceX;;;
2021-017BK;47779;SpaceX;;;
2021-041BB;48602;SpaceX;;;
2021-017BL;47780;SpaceX;;;
2021-041P;48566;SpaceX;;;
2021-041Q;48567;SpaceX;;;
2021-041R;48568;SpaceX;;;
2021-024Y;47999;SpaceX;;;
2021-041S;48569;SpaceX;;;
2021-041T;48570;SpaceX;;;
2021-041U;48571;SpaceX;;;
2021-041V;48572;SpaceX;;;
2021-017BM;47781;SpaceX;;;
2021-041W;48573;SpaceX;;;
2021-041X;48574;SpaceX;;;
2021-024AK;48010;SpaceX;;;
2021-041Y;48575;SpaceX;;;
2021-041Z;48576;SpaceX;;;
2021-024R;47992;SpaceX;;;
2021-041AA;48577;SpaceX;;;
2021-041AB;48578;SpaceX;;;
2021-041AC;48579;SpaceX;;;
2021-041AD;48580;SpaceX;;;
2021-041AE;48581;SpaceX;;;
2021-041AF;48582;SpaceX;;;
2021-041AG;48583;SpaceX;;;
2021-041AH;48584;SpaceX;;;
2021-041AJ;48585;SpaceX;;;
2021-041AK;48586;SpaceX;;;
2021-041AL;48587;SpaceX;;;
2021-024AN;48013;SpaceX;;;
2021-041AM;48588;SpaceX;;;
2021-041AN;48589;SpaceX;;;
2021-040U;48446;SpaceX;;;
2021-041AQ;48591;SpaceX;;;
2021-041AR;48592;SpaceX;;;
2021-041AS;48593;SpaceX;;;
2021-041AT;48594;SpaceX;;;
2021-041AU;48595;SpaceX;;;
2021-041AV;48596;SpaceX;;;
2021-024AE;48005;SpaceX;;;
2021-041AW;48597;SpaceX;;;
2021-041AX;48598;SpaceX;;;
2021-018A;47787;SpaceX;;;
2021-021A;47860;SpaceX;;;
2021-024V;47996;SpaceX;;;
2021-024AA;48001;SpaceX;;;
2021-024AC;48003;SpaceX;;;
2021-024BD;48028;SpaceX;;;
2021-024AB;48002;SpaceX;;;
2021-024W;47997;SpaceX;;;
2021-024BG;48031;SpaceX;;;
2021-024BF;48030;SpaceX;;;
2021-040V;48447;SpaceX;;;
2021-024Z;48000;SpaceX;;;
2021-024AH;48008;SpaceX;;;
2021-024AL;48011;SpaceX;;;
2021-024S;47993;SpaceX;;;
2021-041AY;48599;SpaceX;;;
2021-041AZ;48600;SpaceX;;;
2021-024BB;48026;SpaceX;;;
2021-024Q;47991;SpaceX;;;
2021-021B;47861;SpaceX;;;
2021-024AT;48018;SpaceX;;;
2021-024AP;48014;SpaceX;;;
2021-024AR;48016;SpaceX;;;
2021-024AU;48019;SpaceX;;;
2021-024BJ;48033;SpaceX;;;
2021-024BK;48034;SpaceX;;;
2021-024T;47994;SpaceX;;;
2021-021C;47862;SpaceX;;;
2021-024AY;48023;SpaceX;;;
2021-021D;47863;SpaceX;;;
2021-024AV;48020;SpaceX;;;
2021-024BM;48036;SpaceX;;;
2021-024X;47998;SpaceX;;;
2021-024AX;48022;SpaceX;;;
2021-024BE;48029;SpaceX;;;
2021-024BC;48027;SpaceX;;;
2021-024AW;48021;SpaceX;;;
2021-024E;47981;SpaceX;;;
2021-021E;47864;SpaceX;;;
2021-024N;47989;SpaceX;;;
2021-024P;47990;SpaceX;;;
2021-024J;47985;SpaceX;;;
2021-024U;47995;SpaceX;;;
2021-021F;47865;SpaceX;;;
2021-024D;47980;SpaceX;;;
2021-018B;47788;SpaceX;;;
2021-018C;47789;SpaceX;;;
2021-024F;47982;SpaceX;;;
2021-018D;47790;SpaceX;;;
2021-021G;47866;SpaceX;;;
2021-021H;47867;SpaceX;;;
2021-018E;47791;SpaceX;;;
2021-021J;47868;SpaceX;;;
2021-021K;47869;SpaceX;;;
2021-024C;47979;SpaceX;;;
2021-021L;47870;SpaceX;;;
2021-021M;47871;SpaceX;;;
2021-021P;47873;SpaceX;;;
2021-021Q;47874;SpaceX;;;
2021-021R;47875;SpaceX;;;
2021-021S;47876;SpaceX;;;
2021-021T;47877;SpaceX;;;
2021-018F;47792;SpaceX;;;
2021-021U;47878;SpaceX;;;
2021-021V;47879;SpaceX;;;
2021-021W;47880;SpaceX;;;
2021-018G;47793;SpaceX;;;
2021-021X;47881;SpaceX;;;
2021-021Y;47882;SpaceX;;;
2021-018H;47794;SpaceX;;;
2021-021Z;47883;SpaceX;;;
2021-021AA;47884;SpaceX;;;
2021-021AB;47885;SpaceX;;;
2021-021AC;47886;SpaceX;;;
2021-021AD;47887;SpaceX;;;
2021-018J;47795;SpaceX;;;
2021-021AE;47888;SpaceX;;;
2021-021AF;47889;SpaceX;;;
2021-021AH;47891;SpaceX;;;
2021-021AJ;47892;SpaceX;;;
2021-021AK;47893;SpaceX;;;
2021-021AL;47894;SpaceX;;;
2021-021AM;47895;SpaceX;;;
2021-021AN;47896;SpaceX;;;
2021-021AP;47897;SpaceX;;;
2021-021AQ;47898;SpaceX;;;
2021-021AR;47899;SpaceX;;;
2021-021AS;47900;SpaceX;;;
2021-021AT;47901;SpaceX;;;
2021-021AU;47902;SpaceX;;;
2021-021AV;47903;SpaceX;;;
2021-021AW;47904;SpaceX;;;
2021-021AX;47905;SpaceX;;;
2021-021AY;47906;SpaceX;;;
2021-021AZ;47907;SpaceX;;;
2021-021BA;47908;SpaceX;;;
2021-021BB;47909;SpaceX;;;
2021-021BC;47910;SpaceX;;;
2021-021BD;47911;SpaceX;;;
2021-021BE;47912;SpaceX;;;
2021-018K;47796;SpaceX;;;
2021-021BF;47913;SpaceX;;;
2021-021BG;47914;SpaceX;;;
2021-021BH;47915;SpaceX;;;
2021-018L;47797;SpaceX;;;
2021-021BJ;47916;SpaceX;;;
2021-018M;47798;SpaceX;;;
2021-018N;47799;SpaceX;;;
2021-018P;47800;SpaceX;;;
2021-018Q;47801;SpaceX;;;
2021-018R;47802;SpaceX;;;
2021-018S;47803;SpaceX;;;
2021-018T;47804;SpaceX;;;
2021-018U;47805;SpaceX;;;
2021-018V;47806;SpaceX;;;
2021-018W;47807;SpaceX;;;
2021-018X;47808;SpaceX;;;
2021-018Y;47809;SpaceX;;;
2021-018Z;47810;SpaceX;;;
2021-018AA;47811;SpaceX;;;
2021-018AB;47812;SpaceX;;;
2021-018AC;47813;SpaceX;;;
2021-018AD;47814;SpaceX;;;
2021-018AE;47815;SpaceX;;;
2021-021BK;47917;SpaceX;;;
2021-021BL;47918;SpaceX;;;
2021-018AF;47816;SpaceX;;;
2019-029D;44238;SpaceX;;;
2021-018AG;47817;SpaceX;;;
2021-018AH;47818;SpaceX;;;
2021-018AJ;47819;SpaceX;;;
2021-018AK;47820;SpaceX;;;
2021-027B;48093;SpaceX;;;
2021-021BM;47919;SpaceX;;;
2021-018AL;47821;SpaceX;;;
2021-018AM;47822;SpaceX;;;
2021-018AN;47823;SpaceX;;;
2021-018AP;47824;SpaceX;;;
2021-018AQ;47825;SpaceX;;;
2021-018AR;47826;SpaceX;;;
2021-027C;48094;SpaceX;;;
2021-018AS;47827;SpaceX;;;
2021-027D;48095;SpaceX;;;
2021-018AT;47828;SpaceX;;;
2021-018AU;47829;SpaceX;;;
2021-027E;48096;SpaceX;;;
2021-027F;48097;SpaceX;;;
2021-018AV;47830;SpaceX;;;
2021-018AW;47831;SpaceX;;;
2021-027G;48098;SpaceX;;;
2021-018AX;47832;SpaceX;;;
2021-018AY;47833;SpaceX;;;
2021-018AZ;47834;SpaceX;;;
2021-018BA;47835;SpaceX;;;
2021-018BB;47836;SpaceX;;;
2021-018BC;47837;SpaceX;;;
2021-027H;48099;SpaceX;;;
2021-018BD;47838;SpaceX;;;
2021-027J;48100;SpaceX;;;
2021-018BE;47839;SpaceX;;;
2021-018BF;47840;SpaceX;;;
2021-018BG;47841;SpaceX;;;
2021-018BH;47842;SpaceX;;;
2021-018BJ;47843;SpaceX;;;
2021-027K;48101;SpaceX;;;
2021-027L;48102;SpaceX;;;
2021-027M;48103;SpaceX;;;
2021-027N;48104;SpaceX;;;
2021-027P;48105;SpaceX;;;
2021-036BM;48335;SpaceX;;;
2021-027Q;48106;SpaceX;;;
2021-027R;48107;SpaceX;;;
2021-027S;48108;SpaceX;;;
2021-027T;48109;SpaceX;;;
2021-018BK;47844;SpaceX;;;
2021-027U;48110;SpaceX;;;
2021-027V;48111;SpaceX;;;
2021-027W;48112;SpaceX;;;
2021-027X;48113;SpaceX;;;
2021-027Y;48114;SpaceX;;;
2021-027Z;48115;SpaceX;;;
2021-018BL;47845;SpaceX;;;
2021-027AA;48116;SpaceX;;;
2021-027AB;48117;SpaceX;;;
2021-018BM;47846;SpaceX;;;
2021-036AX;48321;SpaceX;;;
2021-027AC;48118;SpaceX;;;
2021-027AD;48119;SpaceX;;;
2021-027AE;48120;SpaceX;;;
2021-040A;48428;SpaceX;;;
2021-027AF;48121;SpaceX;;;
2021-027AG;48122;SpaceX;;;
2021-027AH;48123;SpaceX;;;
2021-027AJ;48124;SpaceX;;;
2021-027AK;48125;SpaceX;;;
2021-027AL;48126;SpaceX;;;
2021-027AM;48127;SpaceX;;;
2021-027AN;48128;SpaceX;;;
2021-036BL;48334;SpaceX;;;
2021-027AP;48129;SpaceX;;;
2021-027AQ;48130;SpaceX;;;
2021-027AR;48131;SpaceX;;;
2021-027AS;48132;SpaceX;;;
2021-027AT;48133;SpaceX;;;
2021-027AU;48134;SpaceX;;;
2021-036AY;48322;SpaceX;;;
2021-027AV;48135;SpaceX;;;
2021-027AW;48136;SpaceX;;;
2021-027AX;48137;SpaceX;;;
2021-027AY;48138;SpaceX;;;
2021-027AZ;48139;SpaceX;;;
2021-027BA;48140;SpaceX;;;
2021-027BB;48141;SpaceX;;;
2021-027BC;48142;SpaceX;;;
2021-027BD;48143;SpaceX;;;
2021-027BE;48144;SpaceX;;;
2021-027BF;48145;SpaceX;;;
2021-027BG;48146;SpaceX;;;
2021-027BH;48147;SpaceX;;;
2021-027BJ;48148;SpaceX;;;
2021-027BK;48149;SpaceX;;;
2021-027BL;48150;SpaceX;;;
2021-040BM;48487;SpaceX;;;
2021-036BB;48325;SpaceX;;;
2021-040BL;48486;SpaceX;;;
2021-040AD;48455;SpaceX;;;
2021-036BC;48326;SpaceX;;;
2021-038AA;48377;SpaceX;;;
2021-040BK;48485;SpaceX;;;
2021-036BG;48330;SpaceX;;;
2021-036BD;48327;SpaceX;;;
2021-027BM;48151;SpaceX;;;
2021-036BE;48328;SpaceX;;;
2021-038BL;48411;SpaceX;;;
2021-036AR;48315;SpaceX;;;
2021-036AS;48316;SpaceX;;;
2021-040AE;48456;SpaceX;;;
2021-036AU;48318;SpaceX;;;
2021-036BF;48329;SpaceX;;;
2021-036BJ;48332;SpaceX;;;
2021-036AV;48319;SpaceX;;;
2021-036AT;48317;SpaceX;;;
2021-036BH;48331;SpaceX;;;
2021-036AZ;48323;SpaceX;;;
2021-036H;48283;SpaceX;;;
2021-036AK;48309;SpaceX;;;
2021-036BK;48333;SpaceX;;;
2021-036AF;48305;SpaceX;;;
2021-036F;48281;SpaceX;;;
2021-044L;48648;SpaceX;;;
2021-036AG;48306;SpaceX;;;
2021-036AE;48304;SpaceX;;;
2021-040BG;48482;SpaceX;;;
2021-038AB;48378;SpaceX;;;
2021-036BA;48324;SpaceX;;;
2021-036AH;48307;SpaceX;;;
2021-040AF;48457;SpaceX;;;
2021-036AD;48303;SpaceX;;;
2021-040BH;48483;SpaceX;;;
2021-036AJ;48308;SpaceX;;;
2021-036U;48294;SpaceX;;;
2021-036AM;48311;SpaceX;;;
2021-036V;48295;SpaceX;;;
2021-036AL;48310;SpaceX;;;
2021-036AB;48301;SpaceX;;;
2021-036AA;48300;SpaceX;;;
2021-036Q;48290;SpaceX;;;
2021-036AP;48313;SpaceX;;;
2021-036S;48292;SpaceX;;;
2021-036C;48278;SpaceX;;;
2021-036X;48297;SpaceX;;;
2021-036P;48289;SpaceX;;;
2021-036W;48296;SpaceX;;;
2021-036L;48286;SpaceX;;;
2021-036K;48285;SpaceX;;;
2021-036AQ;48314;SpaceX;;;
2021-036T;48293;SpaceX;;;
2021-036R;48291;SpaceX;;;
2021-036AC;48302;SpaceX;;;
2021-036Z;48299;SpaceX;;;
2021-036G;48282;SpaceX;;;
2021-036Y;48298;SpaceX;;;
2021-038BB;48402;SpaceX;;;
2021-038BC;48403;SpaceX;;;
2021-036N;48288;SpaceX;;;
2021-038BK;48410;SpaceX;;;
2021-036J;48284;SpaceX;;;
2021-036E;48280;SpaceX;;;
2021-036M;48287;SpaceX;;;
2021-036A;48276;SpaceX;;;
2021-038BF;48406;SpaceX;;;
2021-036B;48277;SpaceX;;;
2021-038BE;48405;SpaceX;;;
2021-038BA;48401;SpaceX;;;
2021-038V;48372;SpaceX;;;
2021-038AT;48394;SpaceX;;;
2021-038AU;48395;SpaceX;;;
2021-038AV;48396;SpaceX;;;
2021-038AZ;48400;SpaceX;;;
2021-038K;48362;SpaceX;;;
2021-040AH;48459;SpaceX;;;
2021-036D;48279;SpaceX;;;
2021-038BM;48412;SpaceX;;;
2021-040AJ;48460;SpaceX;;;
2021-040M;48439;SpaceX;;;
2021-038AF;48382;SpaceX;;;
2021-038AP;48390;SpaceX;;;
2021-038AY;48399;SpaceX;;;
2021-038AX;48398;SpaceX;;;
2021-038U;48371;SpaceX;;;
2021-038AW;48397;SpaceX;;;
2021-038J;48361;SpaceX;;;
2021-038BH;48408;SpaceX;;;
2021-038BD;48404;SpaceX;;;
2021-038AM;48388;SpaceX;;;
2021-038BG;48407;SpaceX;;;
2021-038BJ;48409;SpaceX;;;
2021-038AJ;48385;SpaceX;;;
2021-038AG;48383;SpaceX;;;
2021-038AL;48387;SpaceX;;;
2021-040Y;48450;SpaceX;;;
2021-038AH;48384;SpaceX;;;
2021-038AS;48393;SpaceX;;;
2021-038Y;48375;SpaceX;;;
2021-038X;48374;SpaceX;;;
2021-038AR;48392;SpaceX;;;
2021-038AK;48386;SpaceX;;;
2021-038AQ;48391;SpaceX;;;
2021-038N;48365;SpaceX;;;
2021-038W;48373;SpaceX;;;
2021-038Z;48376;SpaceX;;;
2021-038M;48364;SpaceX;;;
2021-038AC;48379;SpaceX;;;
2021-038A;48353;SpaceX;;;
2021-038AD;48380;SpaceX;;;
2021-044AS;48678;SpaceX;;;
2021-044BK;48695;SpaceX;;;
2021-044BD;48689;SpaceX;;;
2021-044BH;48693;SpaceX;;;
2021-040AZ;48475;SpaceX;;;
2021-040AB;48453;SpaceX;;;
2021-038T;48370;SpaceX;;;
2021-038H;48360;SpaceX;;;
2021-038R;48368;SpaceX;;;
2021-038F;48358;SpaceX;;;
2021-038L;48363;SpaceX;;;
2021-044BB;48687;SpaceX;;;
2021-038G;48359;SpaceX;;;
2021-044BA;48686;SpaceX;;;
2021-038AE;48381;SpaceX;;;
2021-038P;48366;SpaceX;;;
2021-040W;48448;SpaceX;;;
2021-040H;48435;SpaceX;;;
2021-040R;48443;SpaceX;;;
2021-040T;48445;SpaceX;;;
2021-038C;48355;SpaceX;;;
2021-038E;48357;SpaceX;;;
2021-038D;48356;SpaceX;;;
2021-040J;48436;SpaceX;;;
2021-040L;48438;SpaceX;;;
2021-038S;48369;SpaceX;;;
2021-040K;48437;SpaceX;;;
2021-038Q;48367;SpaceX;;;
2021-040Q;48442;SpaceX;;;
2021-040S;48444;SpaceX;;;
2021-044E;48642;SpaceX;;;
2021-044W;48658;SpaceX;;;
2021-044AT;48679;SpaceX;;;
2021-044AU;48680;SpaceX;;;
2021-044S;48654;SpaceX;;;
2021-040Z;48451;SpaceX;;;
2021-044AD;48665;SpaceX;;;
2021-040AC;48454;SpaceX;;;
2021-040X;48449;SpaceX;;;
2021-044T;48655;SpaceX;;;
2021-040AX;48473;SpaceX;;;
2021-040AR;48467;SpaceX;;;
2021-040AT;48469;SpaceX;;;
2021-044AE;48666;SpaceX;;;
2021-044AB;48663;SpaceX;;;
2021-044N;48650;SpaceX;;;
2021-044M;48649;SpaceX;;;
2021-038B;48354;SpaceX;;;
2021-040AU;48470;SpaceX;;;
2021-040E;48432;SpaceX;;;
2021-040AP;48465;SpaceX;;;
2021-040N;48440;SpaceX;;;
2021-040AL;48462;SpaceX;;;
2021-040AV;48471;SpaceX;;;
2021-040AS;48468;SpaceX;;;
2021-040AN;48464;SpaceX;;;
2021-040AQ;48466;SpaceX;;;
2021-044Y;48660;SpaceX;;;
2021-040AM;48463;SpaceX;;;
2021-040BE;48480;SpaceX;;;
2021-044K;48647;SpaceX;;;
2021-040G;48434;SpaceX;;;
2021-040AK;48461;SpaceX;;;
2021-044G;48644;SpaceX;;;
2021-040BJ;48484;SpaceX;;;
2021-040AY;48474;SpaceX;;;
2021-040AG;48458;SpaceX;;;
2021-040F;48433;SpaceX;;;
2021-040D;48431;SpaceX;;;
2021-044U;48656;SpaceX;;;
2021-040P;48441;SpaceX;;;
2021-040AA;48452;SpaceX;;;
2021-044F;48643;SpaceX;;;
2021-044AL;48672;SpaceX;;;
2021-040BF;48481;SpaceX;;;
2021-044AH;48669;SpaceX;;;
2021-044Z;48661;SpaceX;;;
2021-044AC;48664;SpaceX;;;
2021-044AM;48673;SpaceX;;;
2021-044AN;48674;SpaceX;;;
2021-041BC;48603;SpaceX;;;
2021-044BM;48697;SpaceX;;;
2021-044X;48659;SpaceX;;;
2021-044AR;48677;SpaceX;;;
2021-044R;48653;SpaceX;;;
2021-040AW;48472;SpaceX;;;
2021-040BA;48476;SpaceX;;;
2021-044AV;48681;SpaceX;;;
2021-044AA;48662;SpaceX;;;
2021-044Q;48652;SpaceX;;;
2021-040BC;48478;SpaceX;;;
2021-040C;48430;SpaceX;;;
2021-044P;48651;SpaceX;;;
2021-044J;48646;SpaceX;;;
2021-044H;48645;SpaceX;;;
2021-044V;48657;SpaceX;;;
2021-044AF;48667;SpaceX;;;
2021-044C;48640;SpaceX;;;
2021-044AP;48675;SpaceX;;;
2021-044AG;48668;SpaceX;;;
2021-044B;48639;SpaceX;;;
2021-044BE;48690;SpaceX;;;
2021-044AY;48684;SpaceX;;;
2021-044BC;48688;SpaceX;;;
2021-044AW;48682;SpaceX;;;
2021-044AK;48671;SpaceX;;;
2021-044AQ;48676;SpaceX;;;
2021-044BJ;48694;SpaceX;;;
2021-040B;48429;SpaceX;;;
2021-044BF;48691;SpaceX;;;
2021-044AZ;48685;SpaceX;;;
2021-044BG;48692;SpaceX;;;
2021-044BL;48696;SpaceX;;;
2021-044D;48641;SpaceX;;;
2021-040BD;48479;SpaceX;;;
2021-044AX;48683;SpaceX;;;
2021-041BD;48604;SpaceX;;;
2021-044A;48638;SpaceX;;;
2021-044AJ;48670;SpaceX;;;
2021-059A;48879;SpaceX;;;
2023-026T;55712;SpaceX;;;
2023-026B;55696;SpaceX;;;
2021-059B;48880;SpaceX;;;
2023-026C;55697;SpaceX;;;
2023-026H;55702;SpaceX;;;
2023-026J;55703;SpaceX;;;
2023-026R;55710;SpaceX;;;
2023-026Q;55709;SpaceX;;;
2023-026S;55711;SpaceX;;;
2023-056J;56294;SpaceX;;;
2021-059C;48881;SpaceX;;;
2023-026A;55695;SpaceX;;;
2023-026K;55704;SpaceX;;;
2023-026E;55699;SpaceX;;;
2023-026L;55705;SpaceX;;;
2023-026P;55708;SpaceX;;;
2023-026V;55714;SpaceX;;;
2023-026N;55707;SpaceX;;;
2023-026D;55698;SpaceX;;;
2023-026U;55713;SpaceX;;;
2023-026F;55700;SpaceX;;;
2023-026G;55701;SpaceX;;;
2023-056K;56295;SpaceX;;;
2023-056M;56297;SpaceX;;;
2023-056L;56296;SpaceX;;;
2023-056H;56293;SpaceX;;;
2023-056V;56305;SpaceX;;;
2023-056D;56289;SpaceX;;;
2023-056A;56286;SpaceX;;;
2023-056T;56303;SpaceX;;;
2023-056G;56292;SpaceX;;;
2023-056U;56304;SpaceX;;;
2023-056R;56301;SpaceX;;;
2023-056S;56302;SpaceX;;;
2023-056E;56290;SpaceX;;;
2023-056Q;56300;SpaceX;;;
2023-056C;56288;SpaceX;;;
2023-056B;56287;SpaceX;;;
2023-056P;56299;SpaceX;;;
2023-056N;56298;SpaceX;;;
2023-056W;56306;SpaceX;;;
2023-056F;56291;SpaceX;;;
2021-082N ;49142;SpaceX;;;
2021-082BB ;49179;SpaceX;;;
2021-104AG ;49438;SpaceX;;;
2021-082AV ;49173;SpaceX;;;
2021-082AR ;49169;SpaceX;;;
2021-082AW ;49174;SpaceX;;;
2021-082U ;49148;SpaceX;;;
2021-104AE ;49436;SpaceX;;;
2021-082BC ;49180;SpaceX;;;
2021-082AD ;49157;SpaceX;;;
2021-082AM ;49165;SpaceX;;;
2021-082V ;49149;SpaceX;;;
2021-082AP ;49167;SpaceX;;;
2021-082H ;49137;SpaceX;;;
2021-082AF ;49159;SpaceX;;;
2021-082K ;49139;SpaceX;;;
2021-082J ;49138;SpaceX;;;
2021-082BD ;49181;SpaceX;;;
2021-082AB ;49155;SpaceX;;;
2021-082AA ;49154;SpaceX;;;
2021-082AY ;49176;SpaceX;;;
2021-082T ;49147;SpaceX;;;
2021-082Z ;49153;SpaceX;;;
2021-082F ;49135;SpaceX;;;
2021-082AS ;49170;SpaceX;;;
2021-104B ;49409;SpaceX;;;
2021-082D ;49133;SpaceX;;;
2021-082E ;49134;SpaceX;;;
2021-104AB ;49433;SpaceX;;;
2021-082AH ;49161;SpaceX;;;
2021-082Y ;49152;SpaceX;;;
2021-082AJ ;49162;SpaceX;;;
2021-082AE ;49158;SpaceX;;;
2021-082G ;49136;SpaceX;;;
2021-082AC ;49156;SpaceX;;;
2021-082BA ;49178;SpaceX;;;
2021-082AX ;49175;SpaceX;;;
2021-082AK ;49163;SpaceX;;;
2021-082AN ;49166;SpaceX;;;
2021-082C ;49132;SpaceX;;;
2021-082AU ;49172;SpaceX;;;
2021-082M ;49141;SpaceX;;;
2021-082AG ;49160;SpaceX;;;
2021-082B ;49131;SpaceX;;;
2021-104AS ;49448;SpaceX;;;
2021-104AL ;49442;SpaceX;;;
2021-104AQ ;49446;SpaceX;;;
2021-082Q ;49144;SpaceX;;;
2021-082AQ ;49168;SpaceX;;;
2021-082X ;49151;SpaceX;;;
2021-082AZ ;49177;SpaceX;;;
2021-082W ;49150;SpaceX;;;
2021-104AJ ;49440;SpaceX;;;
2021-082AL ;49164;SpaceX;;;
2021-082AT ;49171;SpaceX;;;
2021-104AH ;49439;SpaceX;;;
2021-082P ;49143;SpaceX;;;
2021-104N ;49420;SpaceX;;;
2021-104L ;49418;SpaceX;;;
2021-104P ;49421;SpaceX;;;
2021-115M ;49735;SpaceX;;;
2021-104U ;49426;SpaceX;;;
2021-104AR ;49447;SpaceX;;;
2021-082S ;49146;SpaceX;;;
2021-104AD ;49435;SpaceX;;;
2021-082L ;49140;SpaceX;;;
2021-082R ;49145;SpaceX;;;
2021-104M ;49419;SpaceX;;;
2021-104W ;49428;SpaceX;;;
2021-104AP ;49445;SpaceX;;;
2021-104BA ;49456;SpaceX;;;
2021-104AV ;49451;SpaceX;;;
2021-104AN ;49444;SpaceX;;;
2021-104AU ;49450;SpaceX;;;
2021-104AK ;49441;SpaceX;;;
2021-104AX ;49453;SpaceX;;;
2021-104AF ;49437;SpaceX;;;
2021-104V ;49427;SpaceX;;;
2021-104BB ;49457;SpaceX;;;
2021-104J ;49416;SpaceX;;;
2021-104AC ;49434;SpaceX;;;
2021-104S ;49424;SpaceX;;;
2021-104AM ;49443;SpaceX;;;
2021-104AT ;49449;SpaceX;;;
2021-104Y ;49430;SpaceX;;;
2021-104T ;49425;SpaceX;;;
2021-104BE ;49460;SpaceX;;;
2021-104BD ;49459;SpaceX;;;
2021-115Q ;49738;SpaceX;;;
2021-104E ;49412;SpaceX;;;
2021-104AZ ;49455;SpaceX;;;
2021-104G ;49414;SpaceX;;;
2021-104C ;49410;SpaceX;;;
2021-115N ;49736;SpaceX;;;
2021-104R ;49423;SpaceX;;;
2021-104AW ;49452;SpaceX;;;
2021-104A ;49408;SpaceX;;;
2021-104Z ;49431;SpaceX;;;
2021-104K ;49417;SpaceX;;;
2021-115R ;49739;SpaceX;;;
2021-104BC ;49458;SpaceX;;;
2021-104F ;49413;SpaceX;;;
2021-104AA ;49432;SpaceX;;;
2021-104H ;49415;SpaceX;;;
2021-104AY ;49454;SpaceX;;;
2021-104Q ;49422;SpaceX;;;
2021-104D ;49411;SpaceX;;;
2022-010R ;51471;SpaceX;;;
2022-010G ;51462;SpaceX;;;
2022-010E ;51460;SpaceX;;;
2022-005AM ;51139;SpaceX;;;
2022-005H ;51111;SpaceX;;;
2022-010N ;51468;SpaceX;;;
2022-005AN ;51140;SpaceX;;;
2022-005C ;51106;SpaceX;;;
2022-005AL ;51138;SpaceX;;;
2022-010M ;51467;SpaceX;;;
2022-005AP ;51141;SpaceX;;;
2022-005AK ;51137;SpaceX;;;
2022-010F ;51461;SpaceX;;;
2022-010P ;51469;SpaceX;;;
2022-005AG ;51134;SpaceX;;;
2022-005AR ;51143;SpaceX;;;
2022-005AS ;51144;SpaceX;;;
2022-010J ;51464;SpaceX;;;
2021-115AU ;49766;SpaceX;;;
2021-115AY ;49770;SpaceX;;;
2021-115AV ;49767;SpaceX;;;
2021-115AG ;49754;SpaceX;;;
2021-115AL ;49758;SpaceX;;;
2021-115AQ ;49762;SpaceX;;;
2021-115AW ;49768;SpaceX;;;
2021-115AK ;49757;SpaceX;;;
2021-115AR ;49763;SpaceX;;;
2021-115AN ;49760;SpaceX;;;
2021-115AF ;49753;SpaceX;;;
2021-115AZ ;49771;SpaceX;;;
2021-115U ;49742;SpaceX;;;
2021-115AP ;49761;SpaceX;;;
2021-115AM ;49759;SpaceX;;;
2021-115AS ;49764;SpaceX;;;
2021-115AJ ;49756;SpaceX;;;
2021-115AX ;49769;SpaceX;;;
2021-115AE ;49752;SpaceX;;;
2021-115AH ;49755;SpaceX;;;
2021-115B ;49725;SpaceX;;;
2021-115A ;49724;SpaceX;;;
2021-115P ;49737;SpaceX;;;
2021-115S ;49740;SpaceX;;;
2021-115AT ;49765;SpaceX;;;
2021-115H ;49731;SpaceX;;;
2021-115AD ;49751;SpaceX;;;
2022-001AU ;50845;SpaceX;;;
2021-115W ;49744;SpaceX;;;
2022-001G ;50809;SpaceX;;;
2021-115Y ;49746;SpaceX;;;
2022-001N ;50815;SpaceX;;;
2021-125AW ;50200;SpaceX;;;
2021-115AC ;49750;SpaceX;;;
2021-115C ;49726;SpaceX;;;
2021-115L ;49734;SpaceX;;;
2021-115V ;49743;SpaceX;;;
2021-115E ;49728;SpaceX;;;
2021-115X ;49745;SpaceX;;;
2021-115D ;49727;SpaceX;;;
2022-005N ;51116;SpaceX;;;
2021-115T ;49741;SpaceX;;;
2021-125Q ;50170;SpaceX;;;
2021-115J ;49732;SpaceX;;;
2021-115Z ;49747;SpaceX;;;
2021-115AA ;49748;SpaceX;;;
2021-115G ;49730;SpaceX;;;
2021-115AB ;49749;SpaceX;;;
2021-115F ;49729;SpaceX;;;
2021-115K ;49733;SpaceX;;;
2022-005AJ ;51136;SpaceX;;;
2021-125BA ;50204;SpaceX;;;
2021-125AX ;50201;SpaceX;;;
2021-125AY ;50202;SpaceX;;;
2021-125AZ ;50203;SpaceX;;;
2021-125BC ;50206;SpaceX;;;
2021-125AN ;50192;SpaceX;;;
2021-125BB ;50205;SpaceX;;;
2021-125AP ;50193;SpaceX;;;
2021-125BD ;50207;SpaceX;;;
2021-125AS ;50196;SpaceX;;;
2021-125AU ;50198;SpaceX;;;
2021-125AA ;50180;SpaceX;;;
2021-125AR ;50195;SpaceX;;;
2021-125AT ;50197;SpaceX;;;
2021-125AL ;50190;SpaceX;;;
2021-125AQ ;50194;SpaceX;;;
2021-125AV ;50199;SpaceX;;;
2021-125M ;50167;SpaceX;;;
