COSPAR_number;NORAD_number;country1;country2;country3;country4;country5
2021-044V;48657;USA;;;;
2021-044AF;48667;USA;;;;
2021-044C;48640;USA;;;;
2021-044AP;48675;USA;;;;
2021-044AG;48668;USA;;;;
2021-044B;48639;USA;;;;
2021-044BE;48690;USA;;;;
2021-044AY;48684;USA;;;;
2021-044BC;48688;USA;;;;
2021-044AW;48682;USA;;;;
2021-044AK;48671;USA;;;;
2021-044AQ;48676;USA;;;;
2021-044BJ;48694;USA;;;;
2021-040B;48429;USA;;;;
2021-044BF;48691;USA;;;;
2021-044AZ;48685;USA;;;;
2021-044BG;48692;USA;;;;
2021-044BL;48696;USA;;;;
2021-044D;48641;USA;;;;
2021-040BD;48479;USA;;;;
2021-044AX;48683;USA;;;;
2021-041BD;48604;USA;;;;
2021-044A;48638;USA;;;;
2021-044AJ;48670;USA;;;;
2021-059A;48879;USA;;;;
2023-026T;55712;USA;;;;
2023-026B;55696;USA;;;;
2021-059B;48880;USA;;;;
2023-026C;55697;USA;;;;
2023-026H;55702;USA;;;;
2023-026J;55703;USA;;;;
2023-026R;55710;USA;;;;
2023-026Q;55709;USA;;;;
2023-026S;55711;USA;;;;
2023-056J;56294;USA;;;;
2021-059C;48881;USA;;;;
2023-026A;55695;USA;;;;
2023-026K;55704;USA;;;;
2023-026E;55699;USA;;;;
2023-026L;55705;USA;;;;
2023-026P;55708;USA;;;;
2023-026V;55714;USA;;;;
2023-026N;55707;USA;;;;
2023-026D;55698;USA;;;;
2023-026U;55713;USA;;;;
2023-026F;55700;USA;;;;
2023-026G;55701;USA;;;;
2023-056K;56295;USA;;;;
2023-056M;56297;USA;;;;
2023-056L;56296;USA;;;;
2023-056H;56293;USA;;;;
2023-056V;56305;USA;;;;
2023-056D;56289;USA;;;;
2023-056A;56286;USA;;;;
2023-056T;56303;USA;;;;
2023-056G;56292;USA;;;;
2023-056U;56304;USA;;;;
2023-056R;56301;USA;;;;
2023-056S;56302;USA;;;;
2023-056E;56290;USA;;;;
2023-056Q;56300;USA;;;;
2023-056C;56288;USA;;;;
2023-056B;56287;USA;;;;
2023-056P;56299;USA;;;;
2023-056N;56298;USA;;;;
2023-056W;56306;USA;;;;
2023-056F;56291;USA;;;;
2021-082N ;49142;USA;;;;
2021-082BB ;49179;USA;;;;
2021-104AG ;49438;USA;;;;
2021-082AV ;49173;USA;;;;
2021-082AR ;49169;USA;;;;
2021-082AW ;49174;USA;;;;
2021-082U ;49148;USA;;;;
2021-104AE ;49436;USA;;;;
2021-082BC ;49180;USA;;;;
2021-082AD ;49157;USA;;;;
2021-082AM ;49165;USA;;;;
2021-082V ;49149;USA;;;;
2021-082AP ;49167;USA;;;;
2021-082H ;49137;USA;;;;
2021-082AF ;49159;USA;;;;
2021-082K ;49139;USA;;;;
2021-082J ;49138;USA;;;;
2021-082BD ;49181;USA;;;;
2021-082AB ;49155;USA;;;;
2021-082AA ;49154;USA;;;;
2021-082AY ;49176;USA;;;;
2021-082T ;49147;USA;;;;
2021-082Z ;49153;USA;;;;
2021-082F ;49135;USA;;;;
2021-082AS ;49170;USA;;;;
2021-104B ;49409;USA;;;;
2021-082D ;49133;USA;;;;
2021-082E ;49134;USA;;;;
2021-104AB ;49433;USA;;;;
2021-082AH ;49161;USA;;;;
2021-082Y ;49152;USA;;;;
2021-082AJ ;49162;USA;;;;
2021-082AE ;49158;USA;;;;
2021-082G ;49136;USA;;;;
2021-082AC ;49156;USA;;;;
2021-082BA ;49178;USA;;;;
2021-082AX ;49175;USA;;;;
2021-082AK ;49163;USA;;;;
2021-082AN ;49166;USA;;;;
2021-082C ;49132;USA;;;;
2021-082AU ;49172;USA;;;;
2021-082M ;49141;USA;;;;
2021-082AG ;49160;USA;;;;
2021-082B ;49131;USA;;;;
2021-104AS ;49448;USA;;;;
2021-104AL ;49442;USA;;;;
2021-104AQ ;49446;USA;;;;
2021-082Q ;49144;USA;;;;
2021-082AQ ;49168;USA;;;;
2021-082X ;49151;USA;;;;
2021-082AZ ;49177;USA;;;;
2021-082W ;49150;USA;;;;
2021-104AJ ;49440;USA;;;;
2021-082AL ;49164;USA;;;;
2021-082AT ;49171;USA;;;;
2021-104AH ;49439;USA;;;;
2021-082P ;49143;USA;;;;
2021-104N ;49420;USA;;;;
2021-104L ;49418;USA;;;;
2021-104P ;49421;USA;;;;
2021-115M ;49735;USA;;;;
2021-104U ;49426;USA;;;;
2021-104AR ;49447;USA;;;;
2021-082S ;49146;USA;;;;
2021-104AD ;49435;USA;;;;
2021-082L ;49140;USA;;;;
2021-082R ;49145;USA;;;;
2021-104M ;49419;USA;;;;
2021-104W ;49428;USA;;;;
2021-104AP ;49445;USA;;;;
2021-104BA ;49456;USA;;;;
2021-104AV ;49451;USA;;;;
2021-104AN ;49444;USA;;;;
2021-104AU ;49450;USA;;;;
2021-104AK ;49441;USA;;;;
2021-104AX ;49453;USA;;;;
2021-104AF ;49437;USA;;;;
2021-104V ;49427;USA;;;;
2021-104BB ;49457;USA;;;;
2021-104J ;49416;USA;;;;
2021-104AC ;49434;USA;;;;
2021-104S ;49424;USA;;;;
2021-104AM ;49443;USA;;;;
2021-104AT ;49449;USA;;;;
2021-104Y ;49430;USA;;;;
2021-104T ;49425;USA;;;;
2021-104BE ;49460;USA;;;;
2021-104BD ;49459;USA;;;;
2021-115Q ;49738;USA;;;;
2021-104E ;49412;USA;;;;
2021-104AZ ;49455;USA;;;;
2021-104G ;49414;USA;;;;
2021-104C ;49410;USA;;;;
2021-115N ;49736;USA;;;;
2021-104R ;49423;USA;;;;
2021-104AW ;49452;USA;;;;
2021-104A ;49408;USA;;;;
2021-104Z ;49431;USA;;;;
2021-104K ;49417;USA;;;;
2021-115R ;49739;USA;;;;
2021-104BC ;49458;USA;;;;
2021-104F ;49413;USA;;;;
2021-104AA ;49432;USA;;;;
2021-104H ;49415;USA;;;;
2021-104AY ;49454;USA;;;;
2021-104Q ;49422;USA;;;;
2021-104D ;49411;USA;;;;
2022-010R ;51471;USA;;;;
2022-010G ;51462;USA;;;;
2022-010E ;51460;USA;;;;
2022-005AM ;51139;USA;;;;
2022-005H ;51111;USA;;;;
2022-010N ;51468;USA;;;;
2022-005AN ;51140;USA;;;;
2022-005C ;51106;USA;;;;
2022-005AL ;51138;USA;;;;
2022-010M ;51467;USA;;;;
2022-005AP ;51141;USA;;;;
2022-005AK ;51137;USA;;;;
2022-010F ;51461;USA;;;;
2022-010P ;51469;USA;;;;
2022-005AG ;51134;USA;;;;
2022-005AR ;51143;USA;;;;
2022-005AS ;51144;USA;;;;
2022-010J ;51464;USA;;;;
2021-115AU ;49766;USA;;;;
2021-115AY ;49770;USA;;;;
2021-115AV ;49767;USA;;;;
2021-115AG ;49754;USA;;;;
2021-115AL ;49758;USA;;;;
2021-115AQ ;49762;USA;;;;
2021-115AW ;49768;USA;;;;
2021-115AK ;49757;USA;;;;
2021-115AR ;49763;USA;;;;
2021-115AN ;49760;USA;;;;
2021-115AF ;49753;USA;;;;
2021-115AZ ;49771;USA;;;;
2021-115U ;49742;USA;;;;
2021-115AP ;49761;USA;;;;
2021-115AM ;49759;USA;;;;
2021-115AS ;49764;USA;;;;
2021-115AJ ;49756;USA;;;;
2021-115AX ;49769;USA;;;;
2021-115AE ;49752;USA;;;;
2021-115AH ;49755;USA;;;;
2021-115B ;49725;USA;;;;
2021-115A ;49724;USA;;;;
2021-115P ;49737;USA;;;;
2021-115S ;49740;USA;;;;
2021-115AT ;49765;USA;;;;
2021-115H ;49731;USA;;;;
2021-115AD ;49751;USA;;;;
2022-001AU ;50845;USA;;;;
2021-115W ;49744;USA;;;;
2022-001G ;50809;USA;;;;
2021-115Y ;49746;USA;;;;
2022-001N ;50815;USA;;;;
2021-125AW ;50200;USA;;;;
2021-115AC ;49750;USA;;;;
2021-115C ;49726;USA;;;;
2021-115L ;49734;USA;;;;
2021-115V ;49743;USA;;;;
2021-115E ;49728;USA;;;;
2021-115X ;49745;USA;;;;
2021-115D ;49727;USA;;;;
2022-005N ;51116;USA;;;;
2021-115T ;49741;USA;;;;
2021-125Q ;50170;USA;;;;
2021-115J ;49732;USA;;;;
2021-115Z ;49747;USA;;;;
2021-115AA ;49748;USA;;;;
2021-115G ;49730;USA;;;;
2021-115AB ;49749;USA;;;;
2021-115F ;49729;USA;;;;
2021-115K ;49733;USA;;;;
2022-005AJ ;51136;USA;;;;
2021-125BA ;50204;USA;;;;
2021-125AX ;50201;USA;;;;
2021-125AY ;50202;USA;;;;
2021-125AZ ;50203;USA;;;;
2021-125BC ;50206;USA;;;;
2021-125AN ;50192;USA;;;;
2021-125BB ;50205;USA;;;;
2021-125AP ;50193;USA;;;;
2021-125BD ;50207;USA;;;;
2021-125AS ;50196;USA;;;;
2021-125AU ;50198;USA;;;;
2021-125AA ;50180;USA;;;;
2021-125AR ;50195;USA;;;;
2021-125AT ;50197;USA;;;;
2021-125AL ;50190;USA;;;;
2021-125AQ ;50194;USA;;;;
2021-125AV ;50199;USA;;;;
2021-125M ;50167;USA;;;;
2021-125AH ;50187;USA;;;;
2021-125AM ;50191;USA;;;;
2021-125AG ;50186;USA;;;;
2021-125AJ ;50188;USA;;;;
2021-125AK ;50189;USA;;;;
2021-125AC ;50182;USA;;;;
2022-001AD ;50830;USA;;;;
2021-125AF ;50185;USA;;;;
2021-125AD ;50183;USA;;;;
2021-125X ;50177;USA;;;;
2021-125Z ;50179;USA;;;;
2021-125Y ;50178;USA;;;;
2021-125AB ;50181;USA;;;;
2021-125R ;50171;USA;;;;
2021-125S ;50172;USA;;;;
2021-125E ;50160;USA;;;;
2021-125T ;50173;USA;;;;
2022-001AB ;50828;USA;;;;
2021-125V ;50175;USA;;;;
2021-125U ;50174;USA;;;;
2021-125W ;50176;USA;;;;
2022-001AC ;50829;USA;;;;
2022-001AP ;50840;USA;;;;
2021-125N ;50168;USA;;;;
2021-125D ;50159;USA;;;;
2021-125K ;50165;USA;;;;
2022-001AE ;50831;USA;;;;
2022-001AQ ;50841;USA;;;;
2021-125P ;50169;USA;;;;
2022-001AR ;50842;USA;;;;
2021-125G ;50162;USA;;;;
2021-125F ;50161;USA;;;;
2021-125L ;50166;USA;;;;
2021-125H ;50163;USA;;;;
2022-001AV ;50846;USA;;;;
2021-125C ;50158;USA;;;;
2022-001AJ ;50835;USA;;;;
2022-001AY ;50849;USA;;;;
2022-001AZ ;50850;USA;;;;
2021-125B ;50157;USA;;;;
2022-001BA ;50851;USA;;;;
2022-001AX ;50848;USA;;;;
2022-001AG ;50833;USA;;;;
2021-125A ;50156;USA;;;;
2022-001AL ;50837;USA;;;;
2022-001AW ;50847;USA;;;;
2022-001AN ;50839;USA;;;;
2022-001A ;50803;USA;;;;
2022-001AM ;50838;USA;;;;
2022-001B ;50804;USA;;;;
2022-001M ;50814;USA;;;;
2022-001AS ;50843;USA;;;;
2022-001AT ;50844;USA;;;;
2022-001S ;50819;USA;;;;
2022-001AF ;50832;USA;;;;
2022-001AA ;50827;USA;;;;
2022-001AK ;50836;USA;;;;
2022-001AH ;50834;USA;;;;
2022-001Y ;50825;USA;;;;
2022-001C ;50805;USA;;;;
2022-001W ;50823;USA;;;;
2022-001D ;50806;USA;;;;
2022-001R ;50818;USA;;;;
2022-001Z ;50826;USA;;;;
2022-001K ;50812;USA;;;;
2022-001T ;50820;USA;;;;
2022-001X ;50824;USA;;;;
2022-001Q ;50817;USA;;;;
2022-001P ;50816;USA;;;;
2022-001V ;50822;USA;;;;
2022-005G ;51110;USA;;;;
2022-001U ;50821;USA;;;;
2022-001J ;50811;USA;;;;
2022-001H ;50810;USA;;;;
2022-001L ;50813;USA;;;;
2022-005B ;51105;USA;;;;
2022-005AV ;51147;USA;;;;
2022-001E ;50807;USA;;;;
2022-005AU ;51146;USA;;;;
2022-001F ;50808;USA;;;;
2022-005AF ;51133;USA;;;;
2022-005AY ;51150;USA;;;;
2022-005F ;51109;USA;;;;
2022-005AW ;51148;USA;;;;
2022-005AX ;51149;USA;;;;
2022-005AZ ;51151;USA;;;;
2022-005E ;51108;USA;;;;
2022-005AH ;51135;USA;;;;
2022-005BA ;51152;USA;;;;
2022-005AT ;51145;USA;;;;
2022-005A ;51104;USA;;;;
2022-005D ;51107;USA;;;;
2022-005AQ ;51142;USA;;;;
2022-005Z ;51127;USA;;;;
2022-005K ;51113;USA;;;;
2022-005U ;51122;USA;;;;
2022-005J ;51112;USA;;;;
2022-005L ;51114;USA;;;;
2022-005Y ;51126;USA;;;;
2022-005X ;51125;USA;;;;
2022-005AD ;51131;USA;;;;
2022-005W ;51124;USA;;;;
2022-005R ;51119;USA;;;;
2022-005P ;51117;USA;;;;
2022-005V ;51123;USA;;;;
2022-005AE ;51132;USA;;;;
2022-005Q ;51118;USA;;;;
2022-005AC ;51130;USA;;;;
2022-005AB ;51129;USA;;;;
2022-005M ;51115;USA;;;;
2022-005S ;51120;USA;;;;
2022-005T ;51121;USA;;;;
2022-005AA ;51128;USA;;;;
2022-010K ;51465;USA;;;;
2022-010S ;51472;USA;;;;
2022-010H ;51463;USA;;;;
2022-016D ;51717;USA;;;;
2022-016AK ;51747;USA;;;;
2022-016Y ;51736;USA;;;;
2022-016Q ;51728;USA;;;;
2022-016AH ;51745;USA;;;;
2022-016W ;51734;USA;;;;
2022-016AM ;51749;USA;;;;
2022-016AG ;51744;USA;;;;
2022-016AX ;51759;USA;;;;
2022-016AS ;51754;USA;;;;
2022-016AW ;51758;USA;;;;
2022-016AV ;51757;USA;;;;
2022-016AT ;51755;USA;;;;
2022-016AC ;51740;USA;;;;
2022-016AL ;51748;USA;;;;
2022-016AJ ;51746;USA;;;;
2022-022P ;51865;USA;;;;
2022-022AF ;51881;USA;;;;
2022-016AN ;51750;USA;;;;
2022-016AP ;51751;USA;;;;
2022-016AR ;51753;USA;;;;
2022-022L ;51862;USA;;;;
2022-016Z ;51737;USA;;;;
2022-016AQ ;51752;USA;;;;
2022-016AF ;51743;USA;;;;
2022-016AU ;51756;USA;;;;
2022-016T ;51731;USA;;;;
2022-016AA ;51738;USA;;;;
2022-016AB ;51739;USA;;;;
2022-016X ;51735;USA;;;;
2022-016U ;51732;USA;;;;
2022-022AQ ;51890;USA;;;;
2022-016AD ;51741;USA;;;;
2022-016AE ;51742;USA;;;;
2022-016M ;51725;USA;;;;
2022-016R ;51729;USA;;;;
2022-016H ;51721;USA;;;;
2022-016V ;51733;USA;;;;
2022-016G ;51720;USA;;;;
2022-016N ;51726;USA;;;;
2022-016A ;51714;USA;;;;
2022-016L ;51724;USA;;;;
2022-016S ;51730;USA;;;;
2022-016K ;51723;USA;;;;
2022-016P ;51727;USA;;;;
2022-016B ;51715;USA;;;;
2022-029AJ ;52120;USA;;;;
2022-016J ;51722;USA;;;;
2022-022AN ;51888;USA;;;;
2022-029A ;52088;USA;;;;
2022-025AS ;51996;USA;;;;
2022-022B ;51853;USA;;;;
2022-016F ;51719;USA;;;;
2022-022C ;51854;USA;;;;
2022-022A ;51852;USA;;;;
2022-016C ;51716;USA;;;;
2022-017AM ;51803;USA;;;;
2022-022D ;51855;USA;;;;
2022-016E ;51718;USA;;;;
2022-022AP ;51889;USA;;;;
2022-022N ;51864;USA;;;;
2022-022AR ;51891;USA;;;;
2022-045AU ;52373;USA;;;;
2022-022AM ;51887;USA;;;;
2022-017AX ;51813;USA;;;;
2022-022Q ;51866;USA;;;;
2022-022W ;51872;USA;;;;
2022-022M ;51863;USA;;;;
2022-022AB ;51877;USA;;;;
2022-017AL ;51802;USA;;;;
2022-029AH ;52119;USA;;;;
2022-022J ;51860;USA;;;;
2022-022H ;51859;USA;;;;
2022-041Z ;52284;USA;;;;
2022-022K ;51861;USA;;;;
2022-022G ;51858;USA;;;;
2022-041AT ;52302;USA;;;;
2022-022AL ;51886;USA;;;;
2022-022AE ;51880;USA;;;;
2022-022V ;51871;USA;;;;
2022-022E ;51856;USA;;;;
2022-017AV ;51811;USA;;;;
2022-022AG ;51882;USA;;;;
2022-022F ;51857;USA;;;;
2022-022AD ;51879;USA;;;;
2022-017AC ;51794;USA;;;;
2022-022Y ;51874;USA;;;;
2022-022AC ;51878;USA;;;;
2022-022AH ;51883;USA;;;;
2022-022AJ ;51884;USA;;;;
2022-022S ;51868;USA;;;;
2022-022AT ;51893;USA;;;;
2022-017P ;51781;USA;;;;
2022-017AQ ;51806;USA;;;;
2022-022X ;51873;USA;;;;
2022-022AA ;51876;USA;;;;
2022-022AK ;51885;USA;;;;
2022-022Z ;51875;USA;;;;
2022-017AD ;51795;USA;;;;
2022-022AS ;51892;USA;;;;
2022-022T ;51869;USA;;;;
2022-025AT ;51997;USA;;;;
2022-022R ;51867;USA;;;;
2022-022U ;51870;USA;;;;
2022-017AK ;51801;USA;;;;
2022-022AW ;51896;USA;;;;
2022-022AV ;51895;USA;;;;
2022-022AU ;51894;USA;;;;
2022-017BB ;51817;USA;;;;
2022-022AY ;51898;USA;;;;
2022-022AX ;51897;USA;;;;
2022-017AY ;51814;USA;;;;
2019-029R;44250;USA;;;;
2022-017AJ ;51800;USA;;;;
2022-017AN ;51804;USA;;;;
2022-017Z ;51791;USA;;;;
2022-017BA ;51816;USA;;;;
2022-017AZ ;51815;USA;;;;
2022-017AP ;51805;USA;;;;
2022-017AR ;51807;USA;;;;
2022-017AT ;51809;USA;;;;
2022-017J ;51776;USA;;;;
2022-017AS ;51808;USA;;;;
2022-017AW ;51812;USA;;;;
2022-017M ;51779;USA;;;;
2022-017C ;51770;USA;;;;
2022-017AU ;51810;USA;;;;
2022-017D ;51771;USA;;;;
2022-017L ;51778;USA;;;;
2022-017Q ;51782;USA;;;;
2022-017N ;51780;USA;;;;
2022-025AU ;51998;USA;;;;
2022-017V ;51787;USA;;;;
2022-017H ;51775;USA;;;;
2022-017B ;51769;USA;;;;
2022-017A ;51768;USA;;;;
2022-017E ;51772;USA;;;;
2022-017F ;51773;USA;;;;
2022-017K ;51777;USA;;;;
2022-017AA ;51792;USA;;;;
2022-017AF ;51797;USA;;;;
2022-017R ;51783;USA;;;;
2022-017G ;51774;USA;;;;
2022-017AE ;51796;USA;;;;
2022-017Y ;51790;USA;;;;
2022-017S ;51784;USA;;;;
2022-017AB ;51793;USA;;;;
2022-017AG ;51798;USA;;;;
2022-025AB ;51981;USA;;;;
2022-025AR ;51995;USA;;;;
2022-017AH ;51799;USA;;;;
2022-017U ;51786;USA;;;;
2022-017X ;51789;USA;;;;
2022-025AJ ;51988;USA;;;;
2022-017W ;51788;USA;;;;
2022-025AK ;51989;USA;;;;
2022-025AN ;51992;USA;;;;
2022-025AH ;51987;USA;;;;
2022-025AG ;51986;USA;;;;
2022-017T ;51785;USA;;;;
2022-025AQ ;51994;USA;;;;
2022-025AP ;51993;USA;;;;
2022-025AA ;51980;USA;;;;
2022-025AC ;51982;USA;;;;
2022-025AF ;51985;USA;;;;
2022-025AM ;51991;USA;;;;
2022-025AW ;52000;USA;;;;
2022-025AZ ;52003;USA;;;;
2022-025AD ;51983;USA;;;;
2022-025Z ;51979;USA;;;;
2022-025AL ;51990;USA;;;;
2022-029V ;52107;USA;;;;
2022-025AX ;52001;USA;;;;
2022-025X ;51977;USA;;;;
2022-029AT ;52129;USA;;;;
2022-025W ;51976;USA;;;;
2022-025AE ;51984;USA;;;;
2022-029L ;52098;USA;;;;
2022-025Y ;51978;USA;;;;
2022-025AV ;51999;USA;;;;
2022-025AY ;52002;USA;;;;
2022-025R ;51971;USA;;;;
2022-029U ;52106;USA;;;;
2022-025S ;51972;USA;;;;
2022-025U ;51974;USA;;;;
2022-029F ;52093;USA;;;;
2022-025V ;51975;USA;;;;
2022-025H ;51963;USA;;;;
2022-025Q ;51970;USA;;;;
2022-029AK ;52121;USA;;;;
2022-025T ;51973;USA;;;;
2022-025P ;51969;USA;;;;
2022-025N ;51968;USA;;;;
2022-029BE ;52140;USA;;;;
2022-083AM;53167;USA;;;;
2022-029AN ;52124;USA;;;;
2022-029AD ;52115;USA;;;;
2022-041U ;52279;USA;;;;
2022-029Y ;52110;USA;;;;
2022-041BB ;52310;USA;;;;
2022-025F ;51961;USA;;;;
2022-025J ;51964;USA;;;;
2022-025E ;51960;USA;;;;
2022-025C ;51958;USA;;;;
2022-025B ;51957;USA;;;;
2022-025K ;51965;USA;;;;
2022-025G ;51962;USA;;;;
2022-029W ;52108;USA;;;;
2022-025L ;51966;USA;;;;
2022-025A ;51956;USA;;;;
2022-029H ;52095;USA;;;;
2022-029N ;52100;USA;;;;
2022-029P ;52101;USA;;;;
2022-025D ;51959;USA;;;;
2022-029R ;52103;USA;;;;
2022-029T ;52105;USA;;;;
2022-029AX ;52133;USA;;;;
2022-029Z ;52111;USA;;;;
2022-029Q ;52102;USA;;;;
2022-029AV ;52131;USA;;;;
2022-029C ;52090;USA;;;;
2022-029D ;52091;USA;;;;
2022-029G ;52094;USA;;;;
2022-029AR ;52127;USA;;;;
2022-029E ;52092;USA;;;;
2022-029J ;52096;USA;;;;
2022-029AW ;52132;USA;;;;
2022-029BA ;52136;USA;;;;
2022-029AY ;52134;USA;;;;
2022-029B ;52089;USA;;;;
2022-029BC ;52138;USA;;;;
2022-041AW ;52305;USA;;;;
2022-029AM ;52123;USA;;;;
2022-029AL ;52122;USA;;;;
2022-029AP ;52125;USA;;;;
2022-045AG ;52361;USA;;;;
2022-029AZ ;52135;USA;;;;
2022-029BD ;52139;USA;;;;
2022-029AQ ;52126;USA;;;;
2022-029BB ;52137;USA;;;;
2022-029AA ;52112;USA;;;;
2022-029AE ;52116;USA;;;;
2022-029AB ;52113;USA;;;;
2022-029AC ;52114;USA;;;;
2022-029AF ;52117;USA;;;;
2022-041F ;52266;USA;;;;
2022-041E ;52265;USA;;;;
2022-052X;52619;USA;;;;
2022-041AU ;52303;USA;;;;
2022-029AG ;52118;USA;;;;
2022-041AV ;52304;USA;;;;
2022-041AZ ;52308;USA;;;;
2022-041H ;52268;USA;;;;
2022-041AX ;52306;USA;;;;
2022-041G ;52267;USA;;;;
2022-041BE ;52313;USA;;;;
2022-041BC ;52311;USA;;;;
2022-041AE ;52289;USA;;;;
2022-041BD ;52312;USA;;;;
2022-041AH ;52292;USA;;;;
2022-045V ;52350;USA;;;;
2022-041AY ;52307;USA;;;;
2022-041BA ;52309;USA;;;;
2022-051G;52539;USA;;;;
2022-041AN ;52297;USA;;;;
2022-041AQ ;52299;USA;;;;
2022-041AP ;52298;USA;;;;
2022-041B ;52262;USA;;;;
2022-045AV ;52374;USA;;;;
2022-051Z;52556;USA;;;;
2022-041V ;52280;USA;;;;
2022-041AL ;52295;USA;;;;
2022-041AM ;52296;USA;;;;
2022-045AX ;52376;USA;;;;
2022-041AS ;52301;USA;;;;
2022-041AR ;52300;USA;;;;
2022-051X;52554;USA;;;;
2022-041AJ ;52293;USA;;;;
2022-041AF ;52290;USA;;;;
2022-041AG ;52291;USA;;;;
2022-053AA;52680;USA;;;;
2022-041AA ;52285;USA;;;;
2022-041AD ;52288;USA;;;;
2022-041AK ;52294;USA;;;;
2022-041R ;52276;USA;;;;
2022-041W ;52281;USA;;;;
2022-041T ;52278;USA;;;;
2022-041M ;52272;USA;;;;
2022-041N ;52273;USA;;;;
2022-041X ;52282;USA;;;;
2022-041Q ;52275;USA;;;;
2022-045AW ;52375;USA;;;;
2022-041C ;52263;USA;;;;
2022-041S ;52277;USA;;;;
2022-041L ;52271;USA;;;;
2022-041Y ;52283;USA;;;;
2022-041P ;52274;USA;;;;
2022-041J ;52269;USA;;;;
2022-045J ;52339;USA;;;;
2022-045BB ;52380;USA;;;;
2022-052AK;52631;USA;;;;
2022-041D ;52264;USA;;;;
2022-045AT ;52372;USA;;;;
2022-045G ;52337;USA;;;;
2022-045AS ;52371;USA;;;;
2022-045BD ;52382;USA;;;;
2022-045BA ;52379;USA;;;;
2022-045AB ;52356;USA;;;;
2022-041AB ;52286;USA;;;;
2022-045BC ;52381;USA;;;;
2022-041K ;52270;USA;;;;
2022-045AY ;52377;USA;;;;
2022-045AZ ;52378;USA;;;;
2022-045Y ;52353;USA;;;;
2022-045AM ;52366;USA;;;;
2022-062X;52851;USA;;;;
2022-041A ;52261;USA;;;;
2022-045BE ;52383;USA;;;;
2022-045R ;52346;USA;;;;
2022-049AH;52482;USA;;;;
2022-045E ;52335;USA;;;;
2022-045H ;52338;USA;;;;
2022-045AN ;52367;USA;;;;
2022-045K ;52340;USA;;;;
2022-045U ;52349;USA;;;;
2022-045AK ;52364;USA;;;;
2022-045AC ;52357;USA;;;;
2022-041AC ;52287;USA;;;;
2022-045F ;52336;USA;;;;
2022-045AF ;52360;USA;;;;
2022-049AD;52478;USA;;;;
2022-045S ;52347;USA;;;;
2022-045AR ;52370;USA;;;;
2022-049U;52469;USA;;;;
2022-045T ;52348;USA;;;;
2022-045AJ ;52363;USA;;;;
2022-045B ;52332;USA;;;;
2022-052BA;52646;USA;;;;
2022-051AU;52578;USA;;;;
2022-045AP ;52368;USA;;;;
2022-049AB;52476;USA;;;;
2022-051AT;52577;USA;;;;
2022-045AD ;52358;USA;;;;
2022-045X ;52352;USA;;;;
2022-049AF;52480;USA;;;;
2022-049R;52466;USA;;;;
2022-045AQ ;52369;USA;;;;
2022-049AG;52481;USA;;;;
2022-045L ;52341;USA;;;;
2022-053BB;52705;USA;;;;
2022-051J;52541;USA;;;;
2022-052BB;52647;USA;;;;
2022-045C ;52333;USA;;;;
2022-045AH ;52362;USA;;;;
2022-045N ;52343;USA;;;;
2022-045M ;52342;USA;;;;
2022-045P ;52344;USA;;;;
2022-045Q ;52345;USA;;;;
2022-045AE ;52359;USA;;;;
2022-052BC;52648;USA;;;;
2022-049Z;52474;USA;;;;
-=022-049J;52459;USA;;;;
2022-049AV;52494;USA;;;;
2022-051W;52553;USA;;;;
2022-049V;52470;USA;;;;
2022-049AC;52477;USA;;;;
2022-049BE;52503;USA;;;;
2022-049W;52471;USA;;;;
2022-049Q;52465;USA;;;;
2022-049T;52468;USA;;;;
2022-049K;52460;USA;;;;
2022-049BB;52500;USA;;;;
2022-051BD;52587;USA;;;;
2022-052BD;52649;USA;;;;
2022-051Q;52547;USA;;;;
2022-049A;52451;USA;;;;
2022-049AX;52496;USA;;;;
2022-049C;52453;USA;;;;
2022-049S;52467;USA;;;;
2022-045AL ;52365;USA;;;;
2022-049AJ;52483;USA;;;;
2022-045Z ;52354;USA;;;;
2022-045AA ;52355;USA;;;;
2022-049AE;52479;USA;;;;
2022-049Y;52473;USA;;;;
2022-045D ;52334;USA;;;;
2022-049X;52472;USA;;;;
2022-049AA;52475;USA;;;;
2022-049AU;52493;USA;;;;
2022-049AY;52497;USA;;;;
2022-049N;52463;USA;;;;
2022-051AY;52582;USA;;;;
2022-049AK;52484;USA;;;;
2022-049D;52454;USA;;;;
2022-045A ;52331;USA;;;;
2022-049E;52455;USA;;;;
2022-052BE;52650;USA;;;;
2022-049AP;52488;USA;;;;
2022-051AV;52579;USA;;;;
2022-049BA;52499;USA;;;;
2022-051AZ;52583;USA;;;;
2022-049F;52456;USA;;;;
2022-051E;52537;USA;;;;
2022-049H;52458;USA;;;;
2022-049G;52457;USA;;;;
2022-049L;52461;USA;;;;
2022-051AQ;52574;USA;;;;
2022-049AN;52487;USA;;;;
2022-049M;52462;USA;;;;
2022-049P;52464;USA;;;;
2022-049AW;52495;USA;;;;
2022-051BB;52585;USA;;;;
2022-049BC;52501;USA;;;;
2022-049AS;52491;USA;;;;
2022-049B;52452;USA;;;;
2022-051BC;52586;USA;;;;
2022-051AJ;52565;USA;;;;
2022-049BD;52502;USA;;;;
2022-049AL;52485;USA;;;;
2022-049AR;52490;USA;;;;
2022-051AX;52581;USA;;;;
2022-049AT;52492;USA;;;;
2022-051BE;52588;USA;;;;
2022-049AM;52486;USA;;;;
